@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"well i work with a bunch of fcktards ",false,false,false,RB,statement
"now on the other hand if i made 27 per ....that would change my outlook alittle",false,false,true,RB,statement
"who is making 27 an hour? haha",true,false,false,WP,question
"haven't found out yet USERNAME",false,false,false,VB,statement
"they said they have one more person to interview",false,false,false,PRP,statement
"yow USERNAME, sit on my face puhleaze ...",false,false,false,NN,statement
"well the only option u have is a newspaper boy",false,false,false,RB,statement
"I can't do newspaper.. I can't throw that far and stairs give me problems",false,false,false,PRP,no
"I'm physically impaired",false,false,false,PRP,statement
"hey USERNAME",false,false,false,RB,other
"hey USERNAME",false,false,false,RB,other
"wb USERNAME",false,false,false,IN,other
"hi everyone",false,false,false,UH,other
"ty",false,false,false,IN,statement
"just joking USERNAME, just finish yout whereabouts",false,false,false,RB,statement
"no I have a muscle disease",false,false,true,DT,no
"so whats up with all this lame ass chat??",true,false,false,IN,question
"oh",false,false,false,UH,statement
"well we just come here and hang out with our lame asses",false,false,false,UH,statement
"sit on my face USERNAME",false,false,false,VB,statement
"dunno whats up with you USERNAME",false,false,true,VB,question
"because we've been sitting on our asses, so of course they feel lame.. and a bit numb",false,false,false,IN,statement
"hello",false,false,false,UH,other
"my Mom is making homeade chinese peppersteak",false,false,false,PRP$,statement
"mmmm",false,false,false,NN,statement
"no we dont want to sit on your face thats what we got eachother for",false,false,true,DT,no
"someone rub em and make the blood flow.. haha",false,false,false,NN,statement
"that sounds awsome",false,false,false,DT,statement
"yow, am going to hit thah road mahn",false,false,false,NN,statement
"goodnite",false,false,false,NN,other
"not me no",false,false,true,RB,no
"omg it's great",false,false,false,NN,statement
"sounds fantastic",false,false,false,VBZ,statement
"im sure you do",false,false,false,PRP,statement
"what's something good to eat? haha.. I have coupons for Burger King",true,false,false,WP,question
"especially on a cold day... that's all you can smell",false,false,false,RB,statement
"h",false,false,false,NN,other
"the garlic and soy sauce cooking in the steak.. mmmm ",false,false,false,DT,statement
"mmm dam",false,false,false,NN,statement
"mmm",false,false,false,NN,statement
"hi",false,false,false,UH,other
"no but I lived in the foothills of NC where there are a lot of chicken farms.. interesting smell",false,false,true,DT,statement
"46fmaine",false,false,false,CD,statement
"no",false,false,true,DT,no
"afk a sec",false,false,false,IN,other
"i see her everydayshopgirl",false,false,false,PRP,statement
"it's a movie ",false,false,false,PRP,statement
"im me guys",false,false,false,PRP,statement
"hi all",false,false,false,UH,other
"oh right my bad",false,false,false,UH,yes
"lol USERNAME that just reminded me of my trip to deleware when i was a kid",false,false,false,NN,statement
"it's got steve martin in it to ",false,false,false,PRP,statement
"it was in the summer.... and at some point we reached a road where there were miles and miles of chicken farms",false,false,false,PRP,statement
"WHY WOULD ANY ONE WANNA TALK TO A LONLEY ASS GIRL WHEN THERES TWO HOTT BLONDES RIGHT HERE!!",false,false,false,WRB,question
"I am watching it right now ",false,false,true,PRP,yes
"morning all",false,false,false,NN,other
"it's good ",false,false,false,PRP,statement
"soup USERNAME",false,false,false,NN,statement
"g'evening",false,false,false,VBG,other
"the time where I live is 651 pm ",false,false,false,DT,statement
"where u all from in here",false,false,false,WRB,question
"it seems the msn assholes are here i see",false,false,false,PRP,statement
"i'll take the lonely girl ......shes more real",false,false,false,PRP,statement
"me too",false,false,false,PRP,statement
"where i live its 9.53am",false,false,false,WRB,statement
"hey USERNAME",false,false,false,RB,other
"hey i'm a former msn asshole tyvm lmao",false,false,false,UH,statement
"who's calling who imaginary?",true,false,false,WP,question
"USERNAME x",false,false,false,CD,statement
"hi USERNAME",false,false,false,JJ,other
"sorry USERNAME not u",false,false,true,JJ,statement
"we are getting the cyber msners",false,false,false,PRP,statement
"right back at ya",false,true,false,RB,statement
"what you upUSERNAME",false,false,false,WP,question
"yeah",false,true,false,UH,yes
"it is lol",false,false,false,PRP,yes
"waiting to go out to dinner",false,false,false,VBG,statement
"USERNAME got the only tickets",false,false,false,CD,statement
"yeah USERNAME it is",false,true,false,UH,yes
"niceUSERNAME",false,false,false,JJ,statement
"hey USERNAME",false,false,false,RB,other
"heya USERNAME",false,true,false,NN,other
"ltns",false,false,false,NN,statement
"yeah",false,true,false,UH,yes
"i got my nails done today...sooo pretty",false,false,false,PRP,statement
"I hope you all are riding the short bus cuz we sure the hell aint",false,false,false,PRP,statement
"I think I need to marry a man who makes enough  so I don't have to work so hard.",false,false,true,PRP,statement
"I've just decided that.",false,false,false,PRP,statement
"you're drivin the bus",false,false,false,PRP,statement
"Wow. Mine are prittier",false,false,false,UH,statement
"no im not drivin a bus I have my own car but thanks for the invite",false,false,true,DT,no
"you can have that job i dont need it",false,false,false,PRP,statement
"a vega....lol",false,false,false,DT,statement
"afk",false,false,false,NN,other
"hell no!",false,false,true,NN,no
"lambergini",false,false,false,JJ,statement
"right",false,false,false,RB,yes
"tc USERNAME",false,false,false,NN,other
"hey",false,false,false,UH,other
"and pigs fly",false,false,false,CC,statement
"My car is nicer than yours is....   you were leading the way here bitdh",false,false,false,PRP$,statement
"crazy bishes",false,false,false,JJ,statement
"and its spelled lamborgini ....incase you didnt read it on the title",false,false,false,CC,statement
"so USERNAME what do you do for a living?",true,false,false,RB,question
"hi all",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"hi everyone",false,false,false,UH,other
"i dont have to know how to read to drive a nice car..",false,false,true,PRP,statement
"bbs",false,false,false,NN,other
"right ...lol",false,false,false,UH,yes
"hi room",false,false,false,UH,other
"prolly a stick then",false,false,false,RB,statement
"i wouldnt trust you behind the wheel of a peddle car",false,false,false,PRP,statement
"later USERNAME, off to burger king to find me some cheap fast easy food",false,false,false,RB,other
"whats up everyone ",false,false,false,WP,question
"hb USERNAME",false,false,false,NN,other
"And actually, it's spelled lamborghini",false,false,false,CC,statement
"hi",false,false,false,UH,other
"poof",false,false,false,X,other
"thanks USERNAME",false,false,false,NNS,other
"sure",false,false,false,JJ,statement
"hey USERNAME",false,false,false,RB,other
"I'm good like that   ",false,false,false,PRP,statement
"i can see that ",false,false,false,PRP,statement
"Yeah, I've got a whole perfectionist thing going on",false,true,false,UH,yes
"grrr i can't take it anymore",false,false,false,NN,statement
"works for me ",false,false,false,VBZ,statement
"back",false,false,false,RB,statement
"um",false,false,false,UH,statement
"No",false,false,true,UH,no
"just sayin'",false,false,false,RB,statement
"whats up USERNAME",false,false,false,WP,question
"you know, from experience",false,false,true,PRP,statement
"i want sum USERNAME",false,false,false,PRP,statement
"wb USERNAME",false,false,false,IN,other
"it'll prolly drawn them all right to you",false,false,false,PRP,statement
"you mean like a magnet",false,false,false,PRP,statement
"hi USERNAME",false,false,false,JJ,other
"ty USERNAME",false,false,false,NN,statement
"hey USERNAME",false,false,false,RB,other
"hi ",false,false,false,UH,other
"hmm....more like moths to the flame",false,false,false,UH,statement
"hey USERNAME",false,false,false,RB,other
"anytime",false,false,false,RB,statement
"what u up to",false,false,false,WP,question
"just chatting",false,false,false,RB,statement
"lol... I love it when people in a chatroom ask what you're up to....",false,false,false,NN,statement
"as if they didnt know",false,false,true,IN,statement
"well, you could be multitasking",false,false,false,RB,statement
"what am i up to.. about 5'5",false,false,false,WP,statement
"true",false,false,false,JJ,yes
"Hey USERNAME... down here thanks",false,false,false,RB,other
"Well, there is only so much multitasking one can do while typing",false,false,false,UH,statement
"afk",false,false,false,NN,other
"unless they are really talented",false,false,false,IN,statement
"talented  USERNAME?",true,false,false,JJ,statement
"what a combo",false,false,false,WP,statement
"but that would be boring ",false,false,false,CC,statement
"hmmmmmmm",false,false,false,NN,statement
"damn pmers",false,false,false,JJ,statement
"hiya USERNAME",false,true,false,NN,other
"nope USERNAME",false,false,true,NN,no
"um...yes, me too",false,true,false,UH,yes
"hey USERNAME",false,false,false,RB,other
"it happens",false,false,false,PRP,statement
"mofo",false,false,false,NN,statement
"he'll be here soon",false,false,false,PRP,statement
"only i hate to admit it ...so i wont",false,false,false,RB,statement
"i know",false,false,true,PRP,statement
"im in denial",false,false,false,PRP,statement
"USERNAME",false,false,false,CD,statement
"heya",false,true,false,NN,other
"ltns",false,false,false,NN,statement
"hi",false,false,false,UH,other
"totally",false,false,false,RB,yes
"i know his whole schedule",false,false,true,PRP,statement
"yeah, well, we all are USERNAME",false,true,false,UH,yes
"uh, yeah...",false,true,false,UH,yes
"im controllin like that",false,false,false,PRP,statement
"a streetcar named denial...",false,false,false,DT,statement
"back",false,false,false,RB,statement
"thats nice to know ...",false,false,true,DT,statement
"wb",false,false,false,UH,other
"wb USERNAME!",false,false,false,IN,other
"oh glorious",false,false,false,UH,statement
"i  dont feel so bad now",false,false,true,PRP,statement
"ty ty ",false,false,false,IN,statement
"no im kidding",false,false,true,DT,no
"why did you feel bad, USERNAME?",true,false,false,WRB,question
"he may like that too much",false,false,false,PRP,statement
"gas problems ....but i took care of it ",false,false,false,NN,statement
"Ohhh, nice to know, USERNAME",false,false,true,UH,statement
"i hate being honest",false,false,false,PRP,statement
"Yeah, there's a real flaw... honesty....",false,true,false,UH,yes
"shakes head",false,false,false,X,statement
"37 m wv",false,false,false,CD,statement
"brb",false,false,false,NN,other
"why you moving USERNAME ....its smells like roses",false,false,false,WRB,question
"Do these pants make my ass look fat? No, your fat ass makes your ass look fat",true,false,true,VBP,statement
"Dustin",false,false,false,NNP,statement
"I'm stealing that line",false,false,false,PRP,statement
"Roses? Uh.... nooooo, not so much",true,false,true,NNS,statement
"dead roses ....lol",false,false,false,JJ,statement
"That's a good one",false,false,false,DT,statement
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"lol yes",false,true,false,NN,yes
"Yeah, well, I'm good like that too.... lol",false,true,false,UH,statement
"thanks USERNAME ",false,false,false,NNS,other
"yw",false,false,false,UH,statement
"USERNAME..",false,false,false,CD,statement
"sorry?  what was that about fat asses...",true,false,false,JJ,question
"everything is moving to fast...",false,false,false,NN,statement
"hiya USERNAME",false,true,false,NN,other
"USERNAME what part of wv are you in?",true,false,false,CD,question
"no whisperer, i'm not married",false,false,true,DT,no
"hello roomies",false,false,false,UH,other
"i am thinking so, USERNAME lol",false,false,false,PRP,yes
"guess not... lol",false,false,true,VB,no
"beckley",false,false,false,NN,statement
"I love you too",false,false,false,PRP,statement
"they think of it more like an invite",false,false,false,PRP,statement
"I missed you yesterday",false,true,false,PRP,statement
"ah ok.. my dad lives in clay wv",false,false,false,UH,statement
"I can't stay on to late tonight I have homework ",false,false,false,PRP,statement
"Females, USERNAME? None of those in here. Male only room, and just your luck... it's Fetish night....",true,false,true,NNS,statement
"shane",false,false,false,NN,statement
"told me i couldnt call you",false,false,false,VBD,statement
"i was sad",false,false,false,PRP,statement
"and here i am",false,false,false,CC,statement
"Ahhh, how I've missed USERNAME... so full of helpful advice....",false,false,false,UH,statement
